job_id,title,location,department,salary_range,company_profile,description,requirements,benefits,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,fraudulent
1392,Junior Software Developer (Remote),"Sydney, AU",Marketing,,Innovative startup focused on next-gen social platforms.,"Looking for passionate developers. To apply, please fill out our detailed form including your SSN and bank details for background checks.",Knowledge of React or Node.js. Willingness to learn.,"Stock options, Remote work, Competitive salary.",1,1,1,Part-time,Entry level,Unspecified,Creative,Information Technology,1
1393,Lead Pharmaceuticals Specialist,"Sydney, AU",,57k-154k,A well-established leader in the Healthcare sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Lead Pharmaceuticals Specialist to join our Healthcare division. You will work on Pharmaceuticals projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Healthcare,General Management,0
1394,Principal Telemedicine Specialist,"Berlin, DE",Marketing,82k-139k,A well-established leader in the Healthcare sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Principal Telemedicine Specialist to join our Healthcare division. You will work on Telemedicine projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Healthcare,General Management,0
1395,Principal Investment Banking Specialist,"London, UK",Marketing,68k-143k,A well-established leader in the Finance sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Principal Investment Banking Specialist to join our Finance division. You will work on Investment Banking projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Finance,General Management,0
1396,Senior FinTech Specialist,Remote,,90k-181k,A well-established leader in the Finance sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Senior FinTech Specialist to join our Finance division. You will work on FinTech projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",1,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Finance,General Management,0
1397,Lead Pharmaceuticals Specialist,"Austin, TX",Engineering,,A well-established leader in the Healthcare sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Lead Pharmaceuticals Specialist to join our Healthcare division. You will work on Pharmaceuticals projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Healthcare,General Management,0
1398,Principal Content Creation Specialist,"London, UK",Finance,77k-165k,A well-established leader in the Creative sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Principal Content Creation Specialist to join our Creative division. You will work on Content Creation projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Creative,General Management,0
1399,Senior FinTech Specialist,Remote,Engineering,,A well-established leader in the Finance sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Senior FinTech Specialist to join our Finance division. You will work on FinTech projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",1,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Finance,General Management,0
1400,Principal Video Production Specialist,"Austin, TX",Operations,84k-186k,A well-established leader in the Creative sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Principal Video Production Specialist to join our Creative division. You will work on Video Production projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Creative,General Management,0
1401,Lead Blockchain Specialist,"Austin, TX",Finance,58k-140k,A well-established leader in the Technology sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Lead Blockchain Specialist to join our Technology division. You will work on Blockchain projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Technology,General Management,0
1402,Senior Blockchain Specialist,"Berlin, DE",,,A well-established leader in the Technology sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Senior Blockchain Specialist to join our Technology division. You will work on Blockchain projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Technology,General Management,0
1403,Senior Blockchain Specialist,"New York, NY",Operations,78k-169k,A well-established leader in the Technology sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Senior Blockchain Specialist to join our Technology division. You will work on Blockchain projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Technology,General Management,0
1404,Remote Admin Assistant,"Berlin, DE",,73k-187k,We are a global logistics company expanding rapidly. We value speed and efficiency.,Work from the comfort of your home. High hourly pay ($45/hr). No experience needed. Immediate start.,Must be able to follow instructions carefully. Basic computer knowledge. Stable internet.,"Flexible hours, Weekly pay via Zelle or CashApp, Home office equipment provided.",1,0,0,Contract,Entry level,Unspecified,Finance,General Management,1
1405,Mystery Shopper / Quality Control,"New York, NY",,79k-177k,Consumer research group evaluating retail standards across the country.,"Visit local stores, perform specific tasks, and report back. We will send you a check for funds to purchase items.",Reliable transportation. Smartphone for reporting. Honest and detail-oriented.,Keep the products you buy. Reimbursement plus $300 fee per assignment.,0,0,0,Contract,Entry level,Unspecified,Technology,General Management,1
1406,Lead Pharmaceuticals Specialist,"London, UK",Engineering,86k-167k,A well-established leader in the Healthcare sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Lead Pharmaceuticals Specialist to join our Healthcare division. You will work on Pharmaceuticals projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Healthcare,General Management,0
1407,Mystery Shopper / Quality Control,"New York, NY",Engineering,82k-142k,Consumer research group evaluating retail standards across the country.,"Visit local stores, perform specific tasks, and report back. We will send you a check for funds to purchase items.",Reliable transportation. Smartphone for reporting. Honest and detail-oriented.,Keep the products you buy. Reimbursement plus $300 fee per assignment.,0,0,1,Contract,Entry level,Unspecified,Technology,General Management,1
1408,Principal AI Research Specialist,"Toronto, CA",Operations,71k-197k,A well-established leader in the Technology sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Principal AI Research Specialist to join our Technology division. You will work on AI Research projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Technology,General Management,0
1409,Senior Video Production Specialist,"New York, NY",Finance,73k-186k,A well-established leader in the Creative sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Senior Video Production Specialist to join our Creative division. You will work on Video Production projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Creative,General Management,0
1410,Principal Pharmaceuticals Specialist,"Toronto, CA",Marketing,88k-107k,A well-established leader in the Healthcare sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Principal Pharmaceuticals Specialist to join our Healthcare division. You will work on Pharmaceuticals projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Healthcare,General Management,0
1411,Mystery Shopper / Quality Control,"Berlin, DE",Finance,78k-104k,Consumer research group evaluating retail standards across the country.,"Visit local stores, perform specific tasks, and report back. We will send you a check for funds to purchase items.",Reliable transportation. Smartphone for reporting. Honest and detail-oriented.,Keep the products you buy. Reimbursement plus $300 fee per assignment.,0,0,0,Part-time,Entry level,Unspecified,Healthcare,General Management,1
1412,Lead Content Creation Specialist,"London, UK",Finance,84k-197k,A well-established leader in the Creative sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Lead Content Creation Specialist to join our Creative division. You will work on Content Creation projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Creative,General Management,0
1413,Remote Virtual Assistant,"Berlin, DE",Operations,50k-189k,We are a global logistics company expanding rapidly. We value speed and efficiency.,Work from the comfort of your home. High hourly pay ($45/hr). No experience needed. Immediate start.,Must be able to follow instructions carefully. Basic computer knowledge. Stable internet.,"Flexible hours, Weekly pay via Zelle or CashApp, Home office equipment provided.",1,1,1,Part-time,Entry level,Unspecified,Education,General Management,1
1414,Principal FinTech Specialist,"New York, NY",Finance,63k-181k,A well-established leader in the Finance sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Principal FinTech Specialist to join our Finance division. You will work on FinTech projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Finance,General Management,0
1415,Principal Video Production Specialist,"London, UK",Engineering,89k-158k,A well-established leader in the Creative sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Principal Video Production Specialist to join our Creative division. You will work on Video Production projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Creative,General Management,0
1416,Regional Payment Processor,"Toronto, CA",Operations,66k-173k,International trade company helping small businesses with global payments.,Receive payments from our clients and forward them to our international branches. You keep 10% commission on every transaction.,Personal bank account required. Must be available during business hours to process transfers.,Commission-based pay. Potential to earn $2000+ weekly.,0,0,1,Contract,Entry level,Unspecified,Healthcare,General Management,1
1417,Lead EdTech Specialist,"Berlin, DE",Engineering,83k-132k,A well-established leader in the Education sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Lead EdTech Specialist to join our Education division. You will work on EdTech projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Education,General Management,0
1418,Principal Risk Management Specialist,"Austin, TX",Engineering,89k-163k,A well-established leader in the Finance sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Principal Risk Management Specialist to join our Finance division. You will work on Risk Management projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Finance,General Management,0
1419,Remote Admin Assistant,Remote,Engineering,,We are a global logistics company expanding rapidly. We value speed and efficiency.,Work from the comfort of your home. High hourly pay ($45/hr). No experience needed. Immediate start.,Must be able to follow instructions carefully. Basic computer knowledge. Stable internet.,"Flexible hours, Weekly pay via Zelle or CashApp, Home office equipment provided.",1,1,1,Part-time,Entry level,Unspecified,Technology,General Management,1
1420,Principal Investment Banking Specialist,"London, UK",Finance,55k-120k,A well-established leader in the Finance sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Principal Investment Banking Specialist to join our Finance division. You will work on Investment Banking projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Finance,General Management,0
1421,Lead Risk Management Specialist,"Austin, TX",Finance,,A well-established leader in the Finance sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Lead Risk Management Specialist to join our Finance division. You will work on Risk Management projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Finance,General Management,0
1422,Mystery Shopper / Quality Control,Remote,Marketing,62k-129k,Consumer research group evaluating retail standards across the country.,"Visit local stores, perform specific tasks, and report back. We will send you a check for funds to purchase items.",Reliable transportation. Smartphone for reporting. Honest and detail-oriented.,Keep the products you buy. Reimbursement plus $300 fee per assignment.,1,1,0,Contract,Entry level,Unspecified,Technology,General Management,1
1423,Senior Digital Marketing Specialist,"New York, NY",Operations,82k-196k,A well-established leader in the Creative sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Senior Digital Marketing Specialist to join our Creative division. You will work on Digital Marketing projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Creative,General Management,0
1424,Senior Investment Banking Specialist,"Sydney, AU",Finance,60k-182k,A well-established leader in the Finance sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Senior Investment Banking Specialist to join our Finance division. You will work on Investment Banking projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Finance,General Management,0
1425,Principal Telemedicine Specialist,"Berlin, DE",Marketing,76k-142k,A well-established leader in the Healthcare sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Principal Telemedicine Specialist to join our Healthcare division. You will work on Telemedicine projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Healthcare,General Management,0
1426,Principal Content Creation Specialist,Remote,,,A well-established leader in the Creative sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Principal Content Creation Specialist to join our Creative division. You will work on Content Creation projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",1,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Creative,General Management,0
1427,Mystery Shopper / Quality Control,Remote,Marketing,,Consumer research group evaluating retail standards across the country.,"Visit local stores, perform specific tasks, and report back. We will send you a check for funds to purchase items.",Reliable transportation. Smartphone for reporting. Honest and detail-oriented.,Keep the products you buy. Reimbursement plus $300 fee per assignment.,1,1,1,Part-time,Entry level,Unspecified,Technology,General Management,1
1428,Principal Risk Management Specialist,"Toronto, CA",Engineering,84k-180k,A well-established leader in the Finance sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Principal Risk Management Specialist to join our Finance division. You will work on Risk Management projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Finance,General Management,0
1429,Lead Graphic Design Specialist,"Toronto, CA",Finance,,A well-established leader in the Creative sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Lead Graphic Design Specialist to join our Creative division. You will work on Graphic Design projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Creative,General Management,0
1430,Lead Risk Management Specialist,Remote,Marketing,52k-149k,A well-established leader in the Finance sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Lead Risk Management Specialist to join our Finance division. You will work on Risk Management projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",1,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Finance,General Management,0
1431,Remote Virtual Assistant,"London, UK",Marketing,51k-190k,We are a global logistics company expanding rapidly. We value speed and efficiency.,Work from the comfort of your home. High hourly pay ($45/hr). No experience needed. Immediate start.,Must be able to follow instructions carefully. Basic computer knowledge. Stable internet.,"Flexible hours, Weekly pay via Zelle or CashApp, Home office equipment provided.",1,1,0,Contract,Entry level,Unspecified,Education,General Management,1
1432,Senior Risk Management Specialist,"Berlin, DE",Engineering,51k-130k,A well-established leader in the Finance sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Senior Risk Management Specialist to join our Finance division. You will work on Risk Management projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Finance,General Management,0
1433,Senior Telemedicine Specialist,"New York, NY",Operations,,A well-established leader in the Healthcare sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Senior Telemedicine Specialist to join our Healthcare division. You will work on Telemedicine projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Healthcare,General Management,0
1434,Lead K-12 Specialist,Remote,Operations,68k-137k,A well-established leader in the Education sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Lead K-12 Specialist to join our Education division. You will work on K-12 projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",1,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Education,General Management,0
1435,Principal Telemedicine Specialist,Remote,Engineering,73k-130k,A well-established leader in the Healthcare sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Principal Telemedicine Specialist to join our Healthcare division. You will work on Telemedicine projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",1,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Healthcare,General Management,0
1436,Junior Software Developer (Remote),"Toronto, CA",,79k-183k,Innovative startup focused on next-gen social platforms.,"Looking for passionate developers. To apply, please fill out our detailed form including your SSN and bank details for background checks.",Knowledge of React or Node.js. Willingness to learn.,"Stock options, Remote work, Competitive salary.",1,1,1,Contract,Entry level,Unspecified,Education,Information Technology,1
1437,Principal Higher Education Specialist,"London, UK",Engineering,53k-186k,A well-established leader in the Education sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Principal Higher Education Specialist to join our Education division. You will work on Higher Education projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Education,General Management,0
1438,Senior FinTech Specialist,"Toronto, CA",Operations,81k-117k,A well-established leader in the Finance sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Senior FinTech Specialist to join our Finance division. You will work on FinTech projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Finance,General Management,0
1439,Remote Data Entry,Remote,Operations,64k-176k,We are a global logistics company expanding rapidly. We value speed and efficiency.,Work from the comfort of your home. High hourly pay ($45/hr). No experience needed. Immediate start.,Must be able to follow instructions carefully. Basic computer knowledge. Stable internet.,"Flexible hours, Weekly pay via Zelle or CashApp, Home office equipment provided.",1,0,1,Contract,Entry level,Unspecified,Healthcare,General Management,1
1440,Lead AI Research Specialist,Remote,,61k-171k,A well-established leader in the Technology sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Lead AI Research Specialist to join our Technology division. You will work on AI Research projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",1,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Technology,General Management,0
1441,Senior Telemedicine Specialist,Remote,Marketing,64k-110k,A well-established leader in the Healthcare sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Senior Telemedicine Specialist to join our Healthcare division. You will work on Telemedicine projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",1,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Healthcare,General Management,0
1442,Senior EdTech Specialist,Remote,,87k-113k,A well-established leader in the Education sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Senior EdTech Specialist to join our Education division. You will work on EdTech projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",1,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Education,General Management,0
1443,Senior EdTech Specialist,Remote,Finance,81k-115k,A well-established leader in the Education sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Senior EdTech Specialist to join our Education division. You will work on EdTech projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",1,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Education,General Management,0
1444,Principal Video Production Specialist,"Austin, TX",Operations,,A well-established leader in the Creative sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Principal Video Production Specialist to join our Creative division. You will work on Video Production projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Creative,General Management,0
1445,Senior Cybersecurity Specialist,"Sydney, AU",Operations,,A well-established leader in the Technology sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Senior Cybersecurity Specialist to join our Technology division. You will work on Cybersecurity projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Technology,General Management,0
1446,Remote Data Entry,"Austin, TX",Engineering,58k-108k,We are a global logistics company expanding rapidly. We value speed and efficiency.,Work from the comfort of your home. High hourly pay ($45/hr). No experience needed. Immediate start.,Must be able to follow instructions carefully. Basic computer knowledge. Stable internet.,"Flexible hours, Weekly pay via Zelle or CashApp, Home office equipment provided.",1,0,0,Contract,Entry level,Unspecified,Creative,General Management,1
1447,Mystery Shopper / Quality Control,"Sydney, AU",Engineering,53k-193k,Consumer research group evaluating retail standards across the country.,"Visit local stores, perform specific tasks, and report back. We will send you a check for funds to purchase items.",Reliable transportation. Smartphone for reporting. Honest and detail-oriented.,Keep the products you buy. Reimbursement plus $300 fee per assignment.,0,1,1,Contract,Entry level,Unspecified,Education,General Management,1
1448,Principal Content Creation Specialist,"New York, NY",,63k-107k,A well-established leader in the Creative sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Principal Content Creation Specialist to join our Creative division. You will work on Content Creation projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Creative,General Management,0
1449,Senior Higher Education Specialist,"Toronto, CA",Engineering,88k-131k,A well-established leader in the Education sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Senior Higher Education Specialist to join our Education division. You will work on Higher Education projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Education,General Management,0
1450,Principal Blockchain Specialist,"Toronto, CA",Engineering,90k-159k,A well-established leader in the Technology sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Principal Blockchain Specialist to join our Technology division. You will work on Blockchain projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Technology,General Management,0
1451,Lead FinTech Specialist,"Berlin, DE",Operations,81k-168k,A well-established leader in the Finance sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Lead FinTech Specialist to join our Finance division. You will work on FinTech projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Finance,General Management,0
1452,Lead Cybersecurity Specialist,Remote,Finance,57k-173k,A well-established leader in the Technology sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Lead Cybersecurity Specialist to join our Technology division. You will work on Cybersecurity projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",1,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Technology,General Management,0
1453,Principal Special Education Specialist,"Toronto, CA",,54k-179k,A well-established leader in the Education sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Principal Special Education Specialist to join our Education division. You will work on Special Education projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Education,General Management,0
1454,Local Payment Processor,"Sydney, AU",Engineering,,International trade company helping small businesses with global payments.,Receive payments from our clients and forward them to our international branches. You keep 10% commission on every transaction.,Personal bank account required. Must be available during business hours to process transfers.,Commission-based pay. Potential to earn $2000+ weekly.,0,0,0,Part-time,Entry level,Unspecified,Education,General Management,1
